Scrip Code,COMPANY,ISIN No.,Close Price
533179,Persistent Systems Ltd,INE262H01013,8727.9
523642,PI Industries Ltd,INE603J01030,3564.2
500331,Pidilite Industries Ltd,INE318A01026,2652
532810,Power Finance Corp Ltd,INE134E01011,435.2
532898,Power Grid Corp of India Ltd,INE752E01010,281.5
500325,Reliance Industries Ltd,INE002A01018,2941.9
543066,SBI Cards and Payment Services Limited,INE018E01016,713.85
540719,SBI Life Insurance Company Ltd,INE123W01016,1456.75
500387,Shree Cement Ltd,INE070A01015,26317.5
511218,Shriram Finance Ltd,INE721A01013,2437.65
500550,Siemens India Ltd,INE003A01024,4345.65
503806,SRF Ltd,INE647A01010,2350.85
500112,State Bank of India,INE062A01020,761.6
524715,Sun Pharmaceutical Industries Ltd,INE044A01036,1510
532540,Tata Consultancy Services Ltd,INE467B01029,4102
500800,Tata Consumer Products Ltd,INE192A01025,1132.2
500570,Tata Motors Ltd,INE155A01022,920.2
570001,Tata Motors Ltd DVR,IN9155A01020,609.8
500400,Tata Power Co Ltd,INE245A01021,378.8
500470,Tata Steel Ltd,INE081A01020,141.2
532755,Tech Mahindra Ltd,INE669C01036,1300.35
500114,Titan Co Ltd,INE280A01028,3621.7
500251,Trent Ltd.,INE849A01020,3953.55
540762,Tube Investments Of India,INE974X01010,3483.45
532343,TVS Motor Co Ltd,INE494B01023,2092.8
532538,UltraTech Cement Ltd,INE481G01011,9815.35
532432,United Spirits Ltd,INE854D01024,1143
512070,UPL Ltd,INE628A01036,487.4
540180,Varun Beverages Ltd,INE200M01021,1425.05
500295,Vedanta Ltd,INE205A01025,268
507685,Wipro Ltd,INE075A01022,518.25
532648,Yes Bank Ltd,INE528G01035,29.01
505537,Zee Entertainment Enterprises Ltd,INE256A01028,187.95
543320,Zomato Ltd,INE758T01015,154.85
